Algorithms, , , , , ,illumination_all, , , , , , , , , , , ,viewpoint_all, , , , , , , , , , , ,all, , , , , , 
 ,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches
sift,0.68,0.83,0.89,0.93,0.94,0.94,0.95,0.95,0.95,0.95,2901.00,341.00,0.52,0.75,0.84,0.88,0.91,0.92,0.93,0.93,0.93,0.94,6129.00,844.00,0.60,0.79,0.87,0.91,0.92,0.93,0.94,0.94,0.94,0.94,4572.00,602.00
surf,0.62,0.81,0.87,0.91,0.92,0.93,0.93,0.93,0.94,0.94,3916.00,309.00,0.37,0.65,0.78,0.83,0.87,0.89,0.90,0.91,0.91,0.92,7948.00,464.00,0.49,0.73,0.82,0.87,0.89,0.91,0.92,0.92,0.92,0.93,6003.00,389.00
orb,0.47,0.59,0.67,0.70,0.70,0.71,0.71,0.71,0.71,0.71,498.00,18.00,0.28,0.56,0.65,0.69,0.70,0.70,0.71,0.71,0.71,0.71,499.00,8.00,0.37,0.57,0.66,0.69,0.70,0.70,0.71,0.71,0.71,0.71,499.00,13.00
kaze,0.60,0.80,0.86,0.90,0.92,0.92,0.93,0.93,0.93,0.93,1965.00,317.00,0.42,0.69,0.81,0.86,0.88,0.90,0.91,0.91,0.92,0.92,4196.00,568.00,0.51,0.74,0.83,0.88,0.90,0.91,0.92,0.92,0.92,0.93,3120.00,447.00
akaze,0.58,0.77,0.83,0.87,0.89,0.89,0.89,0.90,0.90,0.90,1584.00,142.00,0.43,0.69,0.77,0.81,0.83,0.84,0.85,0.85,0.85,0.86,3729.00,165.00,0.50,0.73,0.80,0.84,0.86,0.86,0.87,0.87,0.87,0.88,2694.00,154.00
