Algorithms, , , , , ,illumination_all, , , , , , , , , , , ,viewpoint_all, , , , , , , , , , , ,all, , , , , , 
 ,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers
superpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superglue,0.65,0.87,0.93,0.97,0.99,0.99,1,1,1,1,601,601,0.42,0.59,0.71,0.78,0.8,0.86,0.88,0.89,0.9,0.91,525,525,0.53,0.73,0.82,0.87,0.89,0.92,0.94,0.94,0.95,0.95,562,562
patch2pix,0.79,0.92,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1665,1665,0.29,0.52,0.63,0.71,0.76,0.79,0.81,0.82,0.84,0.85,1454,1454,0.53,0.71,0.79,0.84,0.87,0.89,0.9,0.9,0.91,0.92,1556,1556
dfm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
