Algorithms, , , , , ,illumination_all, , , , , , , , , , , ,viewpoint_all, , , , , , , , , , , ,all, , , , , , 
 ,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches
superpoint,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,921,0
superglue,0.44,0.62,0.75,0.81,0.86,0.88,0.9,0.92,0.93,0.94,855,601,0.34,0.63,0.75,0.8,0.82,0.84,0.86,0.87,0.88,0.89,982,525,0.39,0.63,0.75,0.81,0.84,0.86,0.88,0.89,0.9,0.91,921,562
patch2pix,0.43,0.67,0.76,0.81,0.84,0.86,0.87,0.9,0.92,0.93,1665,1665,0.23,0.46,0.57,0.62,0.66,0.69,0.7,0.72,0.73,0.74,1454,1454,0.33,0.56,0.66,0.71,0.75,0.77,0.79,0.8,0.82,0.83,1556,1556
dfm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
