Algorithms, , , , , ,illumination_all, , , , , , , , , , , ,viewpoint_all, , , , , , , , , , , ,all, , , , , , 
 ,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Features,#Matches
superpoint,0.43,0.59,0.69,0.74,0.77,0.79,0.8,0.81,0.82,0.83,855,519,0.28,0.52,0.61,0.64,0.66,0.68,0.68,0.69,0.7,0.7,982,494,0.35,0.55,0.65,0.69,0.72,0.73,0.74,0.75,0.76,0.76,921,506
superglue,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,921,0
patch2pix,0.43,0.67,0.76,0.81,0.84,0.86,0.87,0.9,0.92,0.93,1665,1665,0.23,0.46,0.57,0.62,0.66,0.69,0.7,0.72,0.73,0.74,1454,1454,0.33,0.56,0.66,0.71,0.75,0.77,0.79,0.8,0.82,0.83,1556,1556
dfm,0.48,0.71,0.83,0.89,0.93,0.95,0.97,0.98,0.99,0.99,13039,13039,0.34,0.62,0.75,0.83,0.87,0.9,0.92,0.93,0.94,0.94,19956,19956,0.41,0.66,0.79,0.86,0.9,0.93,0.94,0.95,0.96,0.97,16619,16619
