Algorithms, , , , , ,illumination_all, , , , , , , , , , , ,viewpoint_all, , , , , , , , , , , ,all, , , , , , 
 ,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers,"1,","2,","3,","4,","5,","6,","7,","8,","9,","10,",#Matches,#Inliers
sift,0.59,0.81,0.85,0.91,0.93,0.94,0.95,0.96,0.96,0.96,517.00,517.00,0.38,0.54,0.61,0.71,0.75,0.77,0.80,0.83,0.84,0.86,1292.00,1292.00,0.48,0.67,0.73,0.81,0.84,0.85,0.87,0.89,0.90,0.91,918.00,918.00
surf,0.55,0.78,0.85,0.89,0.92,0.93,0.94,0.94,0.95,0.95,556.00,556.00,0.33,0.49,0.60,0.67,0.72,0.76,0.80,0.82,0.83,0.84,1015.00,1015.00,0.44,0.63,0.72,0.78,0.81,0.84,0.86,0.88,0.89,0.89,794.00,794.00
orb,0.20,0.30,0.37,0.40,0.44,0.48,0.50,0.53,0.54,0.54,47.00,47.00,0.05,0.15,0.24,0.32,0.37,0.42,0.44,0.47,0.48,0.51,36.00,36.00,0.12,0.22,0.30,0.35,0.40,0.45,0.47,0.50,0.51,0.52,42.00,41.00
kaze,0.46,0.67,0.78,0.83,0.87,0.88,0.90,0.91,0.91,0.91,483.00,483.00,0.31,0.47,0.59,0.68,0.73,0.75,0.78,0.82,0.82,0.82,979.00,979.00,0.38,0.56,0.68,0.75,0.80,0.81,0.84,0.86,0.86,0.86,740.00,740.00
akaze,0.38,0.62,0.71,0.74,0.78,0.80,0.82,0.82,0.83,0.83,275.00,275.00,0.23,0.38,0.47,0.53,0.59,0.63,0.67,0.71,0.73,0.74,462.00,462.00,0.30,0.50,0.59,0.63,0.68,0.72,0.74,0.76,0.78,0.79,372.00,371.00
